id,dep_delayed_15min
224,0.3419592
225,0.10658312
226,0.29815167
227,0.3757541
228,0.26533112
229,0.46861565
230,0.016185177
231,0.16195388
232,0.2948533
233,0.1356013
234,0.15689732
235,0.071968585
236,0.027060557
237,0.30683556
238,0.18620117
239,0.1152408
240,0.1095446
241,0.36414814
242,0.16207114
243,0.070040494
244,0.12617025
245,0.3465331
246,0.2751436
247,0.3082488
248,0.4300669
249,0.26064005
250,0.13445151
251,0.04291553
252,0.10451826
253,0.10759419
254,0.40104702
255,0.18676427
256,0.12896532
257,0.02596569
258,0.20377535
259,0.005572152
260,0.3068338
261,0.06672696
262,0.39829373
263,0.27961668
264,0.1689184
265,0.24182697
266,0.24094225
267,0.096581385
268,0.16611834
269,0.3844432
270,0.10363017
271,0.21994
272,0.18341003
273,0.04549664
274,0.39809537
275,0.11489038
276,0.034720544
277,0.20479622
278,0.07534569
279,0.28944698
280,0.16901292
281,0.34595564
282,0.15426873
283,0.040498655
284,0.2402664
285,0.29174903
286,0.11405951
287,0.065656945
288,0.21418831
289,0.049258053
290,0.11292787
291,0.12357443
292,0.3305028
293,0.20922543
294,0.2403876
295,0.056299534
296,0.012841478
297,0.16189079
298,0.15360042
299,0.15288441
300,0.23084715
301,0.17444393
302,0.10039079
303,0.3530098
304,0.22345033
305,0.3544527
306,0.11963317
307,0.14070702
308,0.2427927
309,0.17951705
310,0.27955627
311,0.32472524
312,0.04293323
313,0.35093412
314,0.29486454
315,0.10832098
316,0.1575164
317,0.08866732
318,0.26430452
319,0.16892463
320,0.17189527
321,0.051185425
322,0.13046685
323,0.196007
324,0.15859655
325,0.34789228
326,0.0048478497
327,0.2119652
328,0.023480166
329,0.18291697
330,0.20613602
331,0.5140169
332,0.12792958
333,0.13962705
334,0.34933907
335,0.22675416
336,0.24078266
337,0.06219413
338,0.30458286
339,0.053589
340,0.1346024
341,0.37834102
342,0.14664596
343,0.20989136
344,0.30773085
345,0.5124751
346,0.046538897
347,0.24274461
348,0.13731049
349,0.16137627
350,0.14277132
351,0.1214715
352,0.32008812
353,0.21164592
354,0.19000986
355,0.29432413
356,0.04555754
357,0.17226052
358,0.17636003
359,0.18315038
360,0.120330326
361,0.01719446
362,0.06192137
363,0.22787054
364,0.0301505
365,0.42508963
366,0.5407205
367,0.16413316
368,0.30899617
369,0.14430529
370,0.08369871
371,0.25116816
372,0.3617046
373,0.18723577
374,0.29399857
375,0.062205885
376,0.22960034
377,0.49412698
378,0.19402644
379,0.1531403
380,0.51277816
381,0.27197176
382,0.24172044
383,0.1894363
384,0.17144439
385,0.23585549
386,0.31706458
387,0.024565466
388,0.10281586
389,0.018726977
390,0.5593716
391,0.0610104
392,0.1642598
393,0.0028194513
394,0.21756138
395,0.2363547
396,0.0046506114
397,0.007678959
398,0.020935653
399,0.057710424
400,0.22272305
401,0.0806667
402,0.18779814
403,0.0030039817
404,0.045980807
405,0.03926901
406,0.4951867
407,0.10539201
408,0.29568592
409,0.37031892
410,0.11827476
411,0.0032030558
412,0.26552874
413,0.12813385
414,0.45255184
415,0.15798897
416,0.30353948
417,0.14993219
418,0.19792463
419,0.4200296
420,0.21917629
421,0.06348501
422,0.009892766
423,0.043790746
424,0.18726513
425,0.22886041
426,0.17458451
427,0.3634059
428,0.11775882
429,0.075994305
430,0.26533103
431,0.1575905
432,0.016607447
433,0.08100549
434,0.14179389
435,0.10586157
436,0.18485637
437,0.71615314
438,0.2774301
439,0.22746998
440,0.1292839
441,0.14294285
442,0.2582952
443,0.156361
444,0.26652056
445,0.044622596
446,0.15191941
447,0.068823
448,0.11547904
449,0.30327222
450,0.47987387
451,0.23142762
452,0.16320045
453,0.0052313767
454,0.03536744
455,0.083735324
456,0.33435088
457,0.11243718
458,0.13005577
459,0.16203618
460,0.061320838
461,0.076406084
462,0.063667335
463,0.19550367
464,0.32085162
465,0.2869309
466,0.39639595
467,0.0757208
468,0.12970866
469,0.03991361
470,0.0047035976
471,0.16869776
472,0.32616517
473,0.37010667
474,0.42340788
475,0.11188888
476,0.057770547
477,0.10087905
478,0.3555107
479,0.3956489
480,0.101345584
481,0.1504013
482,0.18183836
483,0.14193249
484,0.2697645
485,0.1024499
486,0.13831364
487,0.21287693
488,0.087865196
489,0.20642771
490,0.29638717
491,0.6017435
492,0.27599025
493,0.13485867
494,0.21965715
495,0.29751474
496,0.21442325
497,0.041130412
498,0.07502376
499,0.27183107
500,0.43734095
501,0.111912355
502,0.19506413
503,0.14794916
504,0.20487763
505,0.18084796
506,0.303586
507,0.14806926
508,0.05297652
509,0.1484757
510,0.08814247
511,0.39424196
512,0.59790266
513,0.05306596
514,0.12283141
515,0.23146343
516,0.13403471
517,0.26731244
518,0.14687258
519,0.12155481
520,0.012968835
521,0.41534105
522,0.15590546
523,0.246
524,0.13921662
525,0.22832492
526,0.087735794
527,0.003810385
528,0.24230139
529,0.030922951
530,0.1602818
531,0.45117915
532,0.12376219
533,0.34319857
534,0.2925791
535,0.26768598
536,0.19555908
537,0.17081046
538,0.2465608
539,0.22435677
540,0.35340232
541,0.15427907
542,0.38321495
543,0.4873661
544,0.10127928
545,0.25297004
546,0.032733317
547,0.24518304
548,0.13827705
549,0.42412898
550,0.67653286
551,0.08554602
552,0.21539946
553,0.26192906
554,0.12899138
555,0.28128824
556,0.08847865
557,0.06821729
558,0.3078913
559,0.046088
560,0.11699744
561,0.10329921
562,0.2407668
563,0.22495285
564,0.074099466
565,0.33332428
566,0.033684257
567,0.23946066
568,0.14254977
569,0.026241006
570,0.23599446
571,0.023251874
572,0.23734944
573,0.41350064
574,0.22670521
575,0.023163404
576,0.004315446
577,0.065943055
578,0.057200994
579,0.33751112
580,0.078732826
581,0.58440614
582,0.17548421
583,0.22223498
584,0.2721874
585,0.23991327
586,0.23886935
587,0.20068559
588,0.3340715
589,0.4054283
590,0.35242134
591,0.17212582
592,0.1507403
593,0.056401223
594,0.09398569
595,0.37121248
596,0.13826948
597,0.25500882
598,0.29587218
599,0.29371026
600,0.02080215
601,0.08719175
602,0.40993288
603,0.06919396
604,0.01953536
605,0.24535626
606,0.05841625
607,0.06292163
608,0.2369983
609,0.31195182
610,0.34911028
611,0.017412845
612,0.13219677
613,0.21970059
614,0.08697039
615,0.18909605
616,0.15927938
617,0.07437486
618,0.2758905
619,0.14798807
620,0.4661181
621,0.48146698
622,0.007815227
623,0.02709167
624,0.009192726
625,0.11480698
626,0.18448815
627,0.3452539
628,0.44245422
629,0.16392718
630,0.36264855
631,0.12818654
632,0.18113163
633,0.117471084
634,0.20251575
635,0.22750981
636,0.20925616
637,0.06940492
638,0.29121065
639,0.090305984
640,0.05513357
641,0.3284441
642,0.17585596
643,0.24012755
644,0.3628216
645,0.34593734
646,0.38216078
647,0.17329714
648,0.06757359
649,0.0033748974
650,0.1820858
651,0.07869445
652,0.17748748
653,0.3043883
654,0.1605351
655,0.2441859
656,0.12187886
657,0.10112761
658,0.4100499
659,0.0600743
660,0.035440627
661,0.23745155
662,0.1666867
663,0.22517887
664,0.19368811
665,0.17188343
666,0.24916372
667,0.029870389
668,0.10907767
669,0.20454903
670,0.049127232
671,0.27585867
672,0.37684664
673,0.9741057
674,0.026293203
675,0.27210727
676,0.21942134
677,0.4394856
678,0.23593928
679,0.18455158
680,0.061283164
681,0.05758545
682,0.3564564
683,0.011538358
684,0.09358446
685,0.24795344
686,0.22469516
687,0.04687062
688,0.5631161
689,0.140561
690,0.39934906
691,0.10318165
692,0.05716305
693,0.24398437
694,0.085664846
695,0.16178882
696,0.06215469
697,0.3529177
698,0.37964374
699,0.1760455
700,0.23967758
701,0.15576507
702,0.11157457
703,0.37036127
704,0.379952
705,0.16161968
706,0.17488949
707,0.3443747
708,0.31124187
709,0.36040208
710,0.19924034
711,0.1687477
712,0.11071277
713,0.76507086
714,0.21081015
715,0.3764466
716,0.31716138
717,0.13923573
718,0.2615069
719,0.044810284
720,0.20767699
721,0.2128241
722,0.23869655
723,0.06558852
724,0.16652055
725,0.26546514
726,0.22889347
727,0.1438188
728,0.12008204
729,0.04144408
730,0.1627428
731,0.29214355
732,0.17585884
733,0.2821351
734,0.028981656
735,0.16931948
736,0.008447979
737,0.09057909
738,0.23798588
739,0.21218431
740,0.41801533
741,0.2883251
742,0.2616221
743,0.003569147
744,0.09349434
745,0.09654501
746,0.2216124
747,0.3465195
748,0.36266184
749,0.14378974
750,0.19913055
751,0.32187197
752,0.124036685
753,0.19249168
754,0.1832
755,0.030311817
756,0.12827662
757,0.0748214
758,0.43281075
759,0.29832947
760,0.0808865
761,0.25827914
762,0.015038752
763,0.17738996
764,0.4440932
765,0.32447484
766,0.072955415
767,0.23454405
768,0.42616725
769,0.1401133
770,0.2060289
771,0.18035991
772,0.08568335
773,0.38161725
774,0.40194306
775,0.10927314
776,0.15190755
777,0.24782334
778,0.15355448
779,0.33103925
780,0.07288774
781,0.2658022
782,0.41213888
783,0.20559394
784,0.22724773
785,0.012717636
786,0.4083802
787,0.10309297
788,0.17821951
789,0.05994189
790,0.24749683
791,0.51149225
792,0.073711306
793,0.11140607
794,0.12774049
795,0.7327965
796,0.0037487508
797,0.11154691
798,0.08515224
799,0.045378067
800,0.08069312
801,0.047942366
802,0.15916
803,0.022143006
804,0.2829383
805,0.1442566
806,0.3448345
807,0.0013796989
808,0.077649854
809,0.111324795
810,0.066007644
811,0.20140235
812,0.19544508
813,0.18199664
814,0.15432319
815,0.19402726
816,0.16057025
817,0.18170223
818,0.2567288
819,0.43729466
820,0.076175064
821,0.18290538
822,0.27118915
823,0.21198764
824,0.3112051
825,0.001731735
826,0.14259765
827,0.27047092
828,0.05827142
829,0.014701692
830,0.2319471
831,0.16777933
832,0.43117508
833,0.35643992
834,0.11566379
835,0.042267516
836,0.31996304
837,0.2555151
838,0.23246136
839,0.63465524
840,0.22249024
841,0.113747045
842,0.16534233
843,0.22970662
844,0.4181622
845,0.021143747
846,0.18066941
847,0.21928889
848,0.04767196
849,0.11706949
850,0.22448951
851,0.06683671
852,0.049043674
853,0.24475215
854,0.046789132
855,0.013718512
856,0.12691452
857,0.24824665
858,0.44638604
859,0.29075146
860,0.2409628
861,0.1927265
862,0.050205037
863,0.24461558
864,0.05228299
865,0.15109763
866,0.12925377
867,0.12388673
868,0.1824761
869,0.051981118
870,0.29827774
871,0.121563315
872,0.0038758586
873,0.042007387
874,0.62807184
875,0.16090086
876,0.020905903
877,0.15324724
878,0.32942793
879,0.23881437
880,0.25018778
881,0.034854643
882,0.05656825
883,0.14034341
884,0.18414822
885,0.16142495
886,0.6028985
887,0.085037604
888,0.8763599
889,0.04879089
890,0.2190216
891,0.09413288
892,0.12106449
893,0.13362932
894,0.17229865
895,0.17029499
896,0.040647596
897,0.2512035
898,0.1557717
899,0.8354439
900,0.14027297
901,0.12274773
902,0.12841186
903,0.14555065
904,0.085237145
905,0.22534241
906,0.35796496
907,0.1695445
908,0.086677924
909,0.09219409
910,0.03341758
911,0.2223652
912,0.0079900995
913,0.23170517
914,0.06738002
915,0.17957465
916,0.7267305
917,0.05843541
918,0.34812945
919,0.07581494
920,0.043045904
921,0.21962167
922,0.26942164
923,0.4997973
924,0.21020421
925,0.441115
926,0.052456472
927,0.13064168
928,0.24856831
929,0.6434428
930,0.06361816
931,0.19738668
932,0.0704471
933,0.03368241
934,0.35979238
935,0.012070861
936,0.25291902
937,0.036803562
938,0.010012251
939,0.14395094
940,0.191152
941,0.11064244
942,0.14675364
943,0.690453
944,0.08702264
945,0.06418894
946,0.18028748
947,0.093500204
948,0.32183695
949,0.184297
950,0.1844052
951,0.3078557
952,0.20768048
953,0.059733216
954,0.14542232
955,0.21226029
956,0.18096441
957,0.32803065
958,0.6655659
959,0.10065576
960,0.2921537
961,0.21799622
962,0.14063044
963,0.09580171
964,0.0926454
965,0.45582828
966,0.16160855
967,0.24075276
968,0.44225895
969,0.26030904
970,0.33412218
971,0.26550382
972,0.06253197
973,0.31933835
974,0.25233048
975,0.015424674
976,0.18192933
977,0.12473713
978,0.12640937
979,0.012350582
980,0.19994316
981,0.021890137
982,0.19821884
983,0.152116
984,0.10513628
985,0.38578686
986,0.030244473
987,0.1296341
988,0.22239944
989,0.10196778
990,0.22775137
991,0.071834385
992,0.18702586
993,0.041236322
994,0.33793315
995,0.21868241
996,0.058980748
997,0.08251631
998,0.2208509
999,0.11771822
1000,0.29037932
1001,0.27779266
1002,0.23027915
1003,0.11827954
1004,0.06142665
1005,0.17218426
1006,0.32322237
1007,0.19540952
1008,0.10832547
1009,0.4095724
1010,0.18280193
1011,0.13178766
1012,0.12784502
1013,0.020982966
1014,0.12831892
1015,0.27052012
1016,0.1206994
1017,0.29391202
1018,0.058165494
1019,0.17412089
1020,0.4692415
1021,0.031812422
1022,0.07508681
1023,0.20564911
1024,0.12975112
1025,0.109819576
1026,0.15599535
1027,0.1103002
1028,0.0079868045
1029,0.13332663
1030,0.27701825
1031,0.1440313
1032,0.14646772
1033,0.10450365
1034,0.03328546
1035,0.18247464
1036,0.042604223
1037,0.034294263
1038,0.2661444
1039,0.1604151
1040,0.17297237
1041,0.039343387
1042,0.17065822
1043,0.18981192
1044,0.15960088
1045,0.11075311
1046,0.15419069
1047,0.11751649
1048,0.0030102017
1049,0.27673343
1050,0.172632
1051,0.12659687
1052,0.28019467
1053,0.26850095
1054,0.20477185
1055,0.32315823
1056,0.071298726
1057,0.24217403
1058,0.08559054
1059,0.047368012
1060,0.21560973
1061,0.002220051
1062,0.0177777
1063,0.16929705
1064,0.13121961
1065,0.2221645
1066,0.016388783
1067,0.20846213
1068,0.18988125
1069,0.10927052
1070,0.23589937
1071,0.011952581
1072,0.2619065
1073,0.097708695
1074,0.32396522
1075,0.27587563
1076,0.16995475
1077,0.45645195
1078,0.09534788
1079,0.023939569
1080,0.100532345
1081,0.21559858
1082,0.17491081
1083,0.3441183
1084,0.077236965
1085,0.084502295
1086,0.037129417
1087,0.011382027
1088,0.16972986
1089,0.106304124
1090,0.07145483
1091,0.30479026
1092,0.3151429
1093,0.14740108
1094,0.14670473
1095,0.12794434
1096,0.045692667
1097,0.20790845
1098,0.19102979
1099,0.2675763
1100,0.2936478
1101,0.25936323
1102,0.005087458
1103,0.11906863
1104,0.16884127
1105,0.19667022
1106,0.27776664
1107,0.22061351
1108,0.17357247
1109,0.42127872
1110,0.26264173
1111,0.16740343
1112,0.20371419
1113,0.13569522
1114,0.28487113
1115,0.097356535
1116,0.1714411
1117,0.17399366
1118,0.2155346
1119,0.1381963
1120,0.26575541
1121,0.29546013
1122,0.070554405
1123,0.32879955
1124,0.12045027
1125,0.07638958
1126,0.1564616
1127,0.17955714
1128,0.25654024
1129,0.3672435
1130,0.1815418
1131,0.24754535
1132,0.38897014
1133,0.15182579
1134,0.2710036
1135,0.13476008
1136,0.07105241
1137,0.08491145
1138,0.092595026
1139,0.20692806
1140,0.09247623
1141,0.24596749
1142,0.009711883
1143,0.053866263
1144,0.47644138
1145,0.12590086
1146,0.16823804
1147,0.101527184
1148,0.17410852
1149,0.07693726
1150,0.190217
1151,0.1480195
1152,0.23144701
1153,0.20183767
1154,0.24149795
1155,0.07663022
1156,0.019367745
1157,0.14071831
1158,0.15425639
1159,0.006313132
1160,0.73315024
1161,0.10926311
1162,0.20082004
1163,0.46994162
1164,0.20148747
1165,0.16911115
1166,0.08334983
1167,0.15332441
1168,0.18999267
1169,0.22422965
1170,0.15542482
1171,0.32721415
1172,0.48440063
1173,0.25003102
1174,0.2989556
1175,0.4637553
1176,0.050062735
1177,0.037453968
1178,0.29201078
1179,0.20704703
1180,0.21632108
1181,0.08884781
1182,0.27341467
1183,0.12972139
1184,0.26810554
1185,0.07528591
1186,0.19589558
1187,0.051640585
1188,0.11040587
1189,0.46628287
1190,0.06566446
1191,0.03570379
1192,0.080409676
1193,0.2083952
1194,0.1994444
1195,0.37884292
1196,0.050715283
1197,0.26534128
1198,0.22131966
1199,0.27516288
1200,0.33587384
1201,0.36074504
1202,0.27955708
1203,0.3857912
1204,0.3834788
1205,0.20179304
1206,0.27342787
1207,0.13322088
1208,0.10255007
1209,0.17316236
1210,0.21764219
1211,0.14463967
1212,0.088054515
1213,0.42580912
1214,0.22794218
1215,0.15616508
1216,0.24846843
1217,0.10963439
1218,0.04684928
1219,0.040129572
1220,0.38666674
1221,0.2833449
1222,0.24262613
1223,0.3541172
1224,0.0040714773
1225,0.25681314
1226,0.10508372
1227,0.027903847
1228,0.16588977
1229,0.14855213
1230,0.14647183
1231,0.08040139
1232,0.3867124
1233,0.002893513
1234,0.19114593
1235,0.12943088
1236,0.012557945
1237,0.35041335
1238,0.49923578
1239,0.072964415
1240,0.09329394
1241,0.101282276
1242,0.07169519
1243,0.0022111854
1244,0.26519147
1245,0.24666852
1246,0.22609755
1247,0.004048358
1248,0.102205016
1249,0.46023664
1250,0.22932963
1251,0.17297773
1252,0.06757745
1253,0.22058116
1254,0.32342428
1255,0.011355514
1256,0.06253941
1257,0.10934553
1258,0.4388159
1259,0.019991402
1260,0.3339256
1261,0.07493042
1262,0.10469801
1263,0.22524525
1264,0.19921842
1265,0.3211996
1266,0.10894942
1267,0.3085963
1268,0.050401494
1269,0.29854792
1270,0.30885142
1271,0.14651255
1272,0.22889484
1273,0.48121107
1274,0.3496928
1275,0.22109276
1276,0.08762306
1277,0.09974214
1278,0.13814883
1279,0.22065882
1280,0.02193016
1281,0.12228928
1282,0.104297556
1283,0.2310675
1284,0.12149596
1285,0.98562914
1286,0.27105308
1287,0.083016455
1288,0.078737624
1289,0.15404084
1290,0.18929738
1291,0.39807683
1292,0.15982951
1293,0.012888361
1294,0.091110684
1295,0.32824495
1296,0.11075818
1297,0.05105951
1298,0.22598825
1299,0.2554834
1300,0.5520299
1301,0.19674867
1302,0.034894887
1303,0.33175933
1304,0.10549301
1305,0.3672425
1306,0.061838318
1307,0.15648521
1308,0.24222136
1309,0.10110955
1310,0.17979877
1311,0.24542992
1312,0.21720405
1313,0.20119527
1314,0.2856223
1315,0.18224058
1316,0.15243433
1317,0.12851697
1318,0.074653104
1319,0.20710747
1320,0.13129151
1321,0.18216279
1322,0.111764416
1323,0.20863244
1324,0.07452014
1325,0.09233564
1326,0.43304652
1327,0.3245866
1328,0.19424546
1329,0.019139947
1330,0.04553155
1331,0.15094465
1332,0.18532975
1333,0.034704637
1334,0.083636336
1335,0.27255479
1336,0.20304538
1337,0.22145133
1338,0.18022393
1339,0.17892721
1340,0.17412207
1341,0.16329123
1342,0.11457748
1343,0.016649067
1344,0.08726687
1345,0.2614846
1346,0.026480867
1347,0.04122589
1348,0.15190755
1349,0.11438219
1350,0.31748945
1351,0.14048488
1352,0.07324856
1353,0.0063302172
1354,0.1625421
1355,0.11452126
1356,0.07574938
1357,0.16204113
1358,0.24424124
1359,0.20115215
1360,0.2843621
1361,0.15286455
1362,0.34936717
1363,0.31263402
1364,0.074684106
1365,0.1440605
1366,0.14080785
1367,0.08202412
1368,0.008572973
1369,0.2116258
1370,0.2554203
1371,0.20907268
1372,0.0033312407
1373,0.22012778
1374,0.27297273
1375,0.25288337
1376,0.02994257
1377,0.25968874
1378,0.07845696
1379,0.0065576853
1380,0.18776807
1381,0.18556681
1382,0.20083061
1383,0.24747048
1384,0.1985633
1385,0.09929224
1386,0.1905023
1387,0.102931775
1388,0.15228988
1389,0.25913423
1390,0.22243947
1391,0.06773074
1392,0.02407799
1393,0.18173054
1394,0.3708442
1395,0.20462249
1396,0.12210131
1397,0.032878287
1398,0.019457303
1399,0.17717601
1400,0.007180049
1401,0.5393149
1402,0.20706236
1403,0.11170817
1404,0.0066768895
1405,0.20068318
1406,0.18919556
1407,0.034071703
1408,0.002395729
1409,0.16729212
1410,0.16698952
1411,0.25749418
1412,0.36006153
1413,0.1707376
1414,0.105421975
1415,0.6166555
1416,0.2666748
1417,0.32791603
1418,0.12988636
1419,0.11614254
1420,0.288031
1421,0.4050318
1422,0.3084796
1423,0.15441285
1424,0.14316097
1425,0.30322933
1426,0.061606318
1427,0.21685337
1428,0.045579236
1429,0.115921855
1430,0.119198784
1431,0.13293587
1432,0.19151664
1433,0.2932197
1434,0.163457
1435,0.32236525
1436,0.094841
1437,0.108308494
1438,0.13769644
1439,0.1198293
1440,0.08997113
1441,0.15406232
1442,0.08935291
1443,0.030536795
1444,0.09920931
1445,0.39621902
1446,0.115854174
1447,0.11048606
1448,0.31724828
1449,0.3661094
1450,0.15550917
1451,0.291723
1452,0.34182405
1453,0.15035506
1454,0.14390746
1455,0.1418305
1456,0.494139
1457,0.21958013
1458,0.116885856
1459,0.25414956
1460,0.25171494
1461,0.07710231
1462,0.26226258
1463,0.21352287
1464,0.07318649
1465,0.10437337
1466,0.09760245
1467,0.058591448
1468,0.2599245
1469,0.22361943
1470,0.32119122
1471,0.06577459
1472,0.052095417
1473,0.030766577
1474,0.044837087
1475,0.38311702
1476,0.22316286
1477,0.14122777
1478,0.15970762
1479,0.083913274
1480,0.2710531
1481,0.15662141
1482,0.104122505
1483,0.29131308
1484,0.77885926
1485,0.26596847
1486,0.024608068
1487,0.13886955
1488,0.1266907
1489,0.15441753
1490,0.36917016
1491,0.09306817
1492,0.1587723
1493,0.46064982
1494,0.36296684
1495,0.3106637
1496,0.22367583
1497,0.36131573
1498,0.13204566
1499,0.12909359
1500,0.23379005
1501,0.20899081
1502,0.4336548
1503,0.12206907
1504,0.15395753
1505,0.2366156
1506,0.48803312
1507,0.07143838
1508,0.015330946
1509,0.0666168
1510,0.29916674
1511,0.05144994
1512,0.13401775
1513,0.31410435
1514,0.07973575
1515,0.20871969
1516,0.38207975
1517,0.07044656
1518,0.097331226
1519,0.14351074
1520,0.13096239
1521,0.24473782
1522,0.035152946
1523,0.07409127
1524,0.035009284
1525,0.32792604
1526,0.17492059
1527,0.17296557
1528,0.30604467
1529,0.34215018
1530,0.18037093
1531,0.063360274
1532,0.08844721
1533,0.736455
1534,0.09231276
1535,0.1689299
1536,0.105934486
1537,0.28168634
1538,0.024292875
1539,0.20202893
1540,0.21113266
1541,0.08576733
1542,0.13904108
1543,0.07221327
1544,0.013541146
1545,0.29004276
1546,0.124345824
1547,0.21951602
1548,0.27107087
1549,0.18584314
1550,0.14850041
1551,0.12520036
1552,0.23939572
1553,0.102740556
1554,0.046079073
1555,0.20305444
1556,0.08691278
1557,0.40103325
1558,0.3432666
1559,0.2176263
1560,0.6136037
1561,0.2674563
1562,0.25994518
1563,0.05152461
1564,0.3548671
1565,0.22007294
1566,0.21062091
1567,0.27655458
1568,0.14230771
1569,0.3285112
1570,0.22255026
1571,0.07698807
1572,0.17905948
1573,0.22360253
1574,0.33352914
1575,0.25427333
1576,0.0983241
1577,0.27270988
1578,0.1980803
1579,0.08481388
1580,0.2413369
1581,0.288383
1582,0.26015308
1583,0.09079367
1584,0.11843809
1585,0.90673125
1586,0.033121333
1587,0.28425094
1588,0.068092175
1589,0.24386238
1590,0.27239507
1591,0.55917853
1592,0.25735003
1593,0.13180669
1594,0.29185694
1595,0.85579526
1596,0.12001161
1597,0.04882992
1598,0.28778806
1599,0.034210727
1600,0.0015867203
1601,0.23618874
1602,0.13445961
1603,0.3135984
1604,0.32130605
1605,0.1403569
1606,0.22292057
1607,0.03471233
1608,0.101761654
1609,0.38264212
1610,0.24409398
1611,0.05361158
1612,0.5290062
1613,0.2087194
1614,0.1310994
1615,0.20258275
1616,0.0047306675
1617,0.094439186
1618,0.017299786
1619,0.1610073
1620,0.121442236
1621,0.31733936
1622,0.26438907
1623,0.100617096
1624,0.23898068
1625,0.22469169
1626,0.3978182
1627,0.11711784
1628,0.42644206
1629,0.001713178
1630,0.17449641
1631,0.36441866
1632,0.08100273
1633,0.13287377
1634,0.16773494
1635,0.2691981
1636,0.3215806
1637,0.20131445
1638,0.24076453
1639,0.14255072
1640,0.12800868
1641,0.13223992
1642,0.31791228
1643,0.24028376
1644,0.2776961
1645,0.39436802
1646,0.03630573
1647,0.345838
1648,0.1337698
1649,0.11129542
1650,0.23407213
1651,0.21566026
1652,0.18835644
1653,0.2326108
1654,0.28685394
1655,0.03462098
1656,0.0023115582
1657,0.09474555
1658,0.12797742
1659,0.29735258
1660,0.25655216
1661,0.26310274
1662,0.21142064
1663,0.1340279
